user_id,Edad,Genero,Tipo_ubicación,Hr_uso_movil,Hr_uso_portatil,Hr_uso_Tablet,Hr_uso_TV,Hr_redes_sociales,Hr_uso_gamming,Horas_no_reportadas,Hr_trabajo_efectivo,Hr_entretenimiento,Hr_sueño,Total_hr_día,Puntuación_salud_mental,Ingesta_cafeína_mg_día,Puntuacion_semanal_ansiedad,Puntuacion_semanal_depresion
user_206,49,Mujer,Urbano,3.2,0.4,0.7,2.3,0,1.9,0.1,1,1.9,5.8,24,43,138.5,16,8
user_207,44,Hombre,Rural,3.4,1.8,0.4,2.9,3.8,0.4,0.1,3,1.2,7.1,24,26,198.0,14,6
user_208,45,Mujer,SubUrbanoo,4,2.1,2,0,3.8,1.7,0.1,0.9,3.3,6.2,24,43,110.6,15,0
user_209,31,Hombre,Rural,3.6,2.6,0.3,1.1,3.7,2.9,0.1,0.9,4,4.9,24,30,129.6,20,18
user_210,14,Mujer,Urbano,3.1,2.1,0.6,1.2,0.8,0,0.1,3.5,1.4,8,24,21,208.1,20,2
user_211,56,Hombre,Urbano,2.5,3,0.6,0.4,3.4,0.7,0.1,3.5,1.2,5.4,24,74,108.2,19,6
user_212,38,Mujer,SubUrbanoo,3.4,2,0.7,1.3,1,1.5,0.1,2.7,3.8,6.2,24,63,120.0,18,11
user_213,44,Mujer,Urbano,2.1,0.7,0.5,0.4,3.2,2.5,0.1,3.9,1,5.7,24,60,158.7,8,15
user_214,18,Mujer,Rural,3.7,0.5,0.7,1.2,0.3,1.4,0.1,1.8,1.2,5.9,24,25,147.2,5,12
user_215,16,Mujer,Urbano,2.6,0,2,2.1,3.5,0.5,0.1,2.3,1.8,8.2,24,57,173.4,4,16
user_216,23,Mujer,Rural,4.1,1.8,0.2,3.4,0.2,1.5,0.1,2.7,2.7,7,24,37,126.3,4,8
user_217,50,Hombre,SubUrbanoo,2.3,2.5,1.1,1.7,3.2,2.5,0.1,1.9,2.5,6.3,24,28,161.9,0,4
user_218,36,Hombre,Rural,2.7,1.8,0.2,2.1,0,2.1,0.1,3,3.6,8,24,72,200.8,5,10
user_219,17,Mujer,Rural,4.6,0.3,1.1,0.7,1.4,1.9,0.1,1.6,3.3,6.8,24,47,110.5,8,19
user_220,64,Hombre,Urbano,1.2,3.6,1.3,0,3.2,2,0.1,4.4,3.7,4.6,24,38,142.6,18,5
user_221,46,Mujer,Urbano,1.2,3.2,1.4,2.3,2.9,0,0.1,2.2,3.3,7.5,24,23,55.1,4,5
user_222,18,Mujer,Urbano,1.6,2.7,1.3,0,2.1,1,0.1,2.6,3.4,8.3,24,23,216.9,20,7
user_223,23,Mujer,SubUrbanoo,1,2.6,0.9,2.3,1,0.5,0.1,2.2,0.6,7.5,24,47,135.6,19,8
user_224,60,Otro,Urbano,4.4,1.9,0.4,0.7,2.1,1,0.1,3.8,2.4,7.3,24,76,168.6,11,9
user_225,28,Mujer,Urbano,1.6,1,1.2,1.1,1,0,0.1,2.7,2.9,6.2,24,30,155.7,5,16
user_226,45,Otro,Rural,3.3,3,1.8,1.5,2.2,1.1,0.1,2.7,2.6,5.6,24,72,85.4,12,2
user_227,21,Mujer,Urbano,2.1,1.9,1.2,0.6,3.2,0.4,0.1,0.9,3,6.9,24,21,212.4,7,20
user_228,28,Hombre,Rural,0.6,1.9,1.5,2.1,2.3,1.3,0.1,1.3,1.8,6.9,24,31,47.6,10,7
user_229,41,Mujer,Urbano,4.5,2.5,2.2,0.1,3.2,0.8,0.1,1.8,2,6.9,24,74,114.2,19,19
user_230,15,Hombre,SubUrbanoo,1.6,2,1.1,0.7,3.3,1.5,0.1,3.5,4.1,6.2,24,59,80.3,0,13
user_231,32,Mujer,Urbano,1.4,1.9,1.3,1.5,4.2,0.6,0.1,1.6,2.7,6.9,24,56,156.1,13,19
user_232,38,Mujer,SubUrbanoo,4.4,2.8,0.8,0,3.1,1.8,0.1,2,1.5,7.6,24,71,241.5,14,12
user_233,15,Mujer,SubUrbanoo,3.7,4.6,0.7,1.2,2.3,0.4,0.1,1.8,0.9,4.7,24,74,245.6,20,5
user_234,31,Mujer,Urbano,2.3,2,1.4,2,1.7,2.4,0.1,0.8,2.7,4.7,24,79,98.7,7,3
user_235,32,Mujer,SubUrbanoo,1,1.7,1.4,0.7,3,2.7,0.1,2.7,1.2,4.4,24,80,181.0,14,5
user_236,44,Hombre,Urbano,2.6,0.9,0.9,0.6,2.9,1.8,0.1,2.8,1.1,8.3,24,28,189.8,12,19
user_237,19,Mujer,Urbano,1.5,3.6,0.7,0.8,2.4,0.4,0.1,1.3,3.4,5.4,24,45,123.8,0,1
user_238,64,Hombre,Rural,1.6,1.1,0.2,1.2,1.8,2.2,0.1,1.5,1.7,6.9,24,23,164.4,10,9
user_239,53,Otro,Rural,0.6,3.8,1,0.5,1.7,0.6,0.1,3.1,0.9,8.6,24,60,170.0,19,10
user_240,45,Mujer,Rural,3.2,1,0.5,2.2,1.5,2.6,0.1,1.7,0.8,6.9,24,63,125.7,14,10
user_241,51,Hombre,Urbano,3.8,0.4,1.5,0.5,3.4,0.9,0.1,0.9,2.4,5.5,24,68,161.8,3,10
user_242,30,Mujer,SubUrbanoo,2.8,1.6,1.4,1.1,3.4,1.7,0.1,1.9,2,6.9,24,71,141.4,5,7
user_243,52,Hombre,Rural,2.9,2,0.8,3,0.7,2.6,0.1,0.9,2.7,5.3,24,53,88.8,11,16
user_244,13,Hombre,Urbano,0,1.4,0.2,2,1.6,3.6,0.1,1.3,2.6,4.2,24,41,207.6,0,0
user_245,23,Mujer,Urbano,2.4,1.8,0.6,2.1,1.7,1.2,0.1,1.1,1.8,6.6,24,32,153.7,9,15
user_246,40,Mujer,Urbano,0.9,1.8,1.5,1.8,1.3,0.8,0.1,3,2.1,6.9,24,34,153.9,17,19
user_247,37,Mujer,Urbano,3.2,2.8,1.2,0.6,4.2,0.4,0.1,0.4,3.4,5.9,24,59,107.7,0,6
user_248,62,Otro,Urbano,2.6,0,0.8,0.9,2.5,0,0.1,2.3,3.6,5.6,24,57,194.7,6,7
user_249,35,Mujer,Rural,1.7,1.4,1,0.7,2.4,0.2,0.1,1.7,1.4,6.2,24,60,93.3,1,12
user_250,54,Mujer,SubUrbanoo,5.3,3.3,2,0,4.6,0.3,0.1,0.5,2.1,5.9,24,74,167.4,18,11
user_251,19,Otro,SubUrbanoo,3.3,0.9,1,1.2,1.7,0.3,0.1,2,1.3,6.1,24,72,157.0,10,2
user_252,28,Mujer,Rural,1.6,2.7,0.8,2.2,1.9,0.5,0.1,1.3,1.6,6.6,24,75,141.4,18,11
user_253,38,Mujer,SubUrbanoo,1.4,2.1,0.1,2.6,1.6,0.1,0.1,3.1,2.9,6.7,24,21,157.9,9,18
user_254,64,Mujer,Urbano,2.7,2.8,0.4,2,1.3,2.8,0.1,1.8,3.4,4.1,24,62,162.5,15,17
user_255,61,Mujer,SubUrbanoo,3.4,2.5,1.4,1.2,0.9,0.5,0.1,3.2,2.1,7,24,27,128.9,9,7
user_256,14,Hombre,SubUrbanoo,4.5,2.7,1.1,0,2,0.4,0.1,0.6,1.9,9.3,24,57,144.8,17,12
user_257,13,Hombre,Rural,0.7,2.5,1,0.4,2.1,1.8,0.1,1.7,1.6,7.7,24,37,139.6,17,7
user_258,17,Otro,Rural,0,2.5,1.2,1.3,2.5,0.8,0.1,0,3.1,6.3,24,30,189.9,9,14
user_259,21,Mujer,Urbano,2.3,2.9,1.1,2.6,2.1,0.8,0.1,0.8,1.8,4.6,24,28,201.0,17,5
user_260,53,Hombre,Urbano,3.8,3.5,0,2,2.3,1.3,0.1,0,1.6,7,24,41,54.9,12,13
user_261,47,Mujer,SubUrbanoo,1.5,3.1,1.5,1.7,1,0,0.1,1.2,1.9,6.4,24,65,257.6,13,5
user_262,31,Hombre,Urbano,3.8,2.6,0.8,0.4,2.8,0.7,0.1,1.8,3.1,8,24,70,244.3,18,0
user_263,60,Hombre,Rural,1.8,0.9,1.6,1.6,1.6,1.4,0.1,1.9,4.4,6.9,24,44,236.3,13,9
user_264,28,Mujer,Urbano,6,0.9,0,4.3,1.2,0,0.1,0,3.1,3.5,24,77,125.2,1,18
user_265,32,Mujer,Rural,4,2,1.3,0.8,0.4,2.2,0.1,3.2,3.2,4,24,40,118.9,7,2
user_266,45,Mujer,Urbano,4.2,0,0.7,0.7,4,0.7,0.1,3.5,2.5,5.6,24,71,150.9,14,8
user_267,36,Hombre,Urbano,3,1,0.5,2.2,1.7,2.4,0.1,0.5,2.1,5.1,24,38,127.0,12,8
user_268,64,Hombre,SubUrbanoo,0.9,1.8,1.4,1.5,4.1,2.6,0.1,3.1,2.3,5.6,24,29,126.5,7,3
user_269,23,Otro,SubUrbanoo,2.6,1,1.2,1.7,0.9,1.5,0.1,0.9,1.4,5.4,24,65,154.1,12,2
user_270,20,Mujer,Urbano,4.3,1.5,1.1,1.3,2,0.6,0.1,1.1,2.6,5.5,24,31,215.3,0,18
user_271,48,Hombre,Rural,2.4,1.1,1.4,1.1,0,0.8,0.1,2.4,2.6,6.1,24,38,154.3,1,10
user_272,50,Hombre,Urbano,0.2,1.2,1.6,0.2,1.2,2.3,0.1,3.8,2.3,4.6,24,80,140.9,12,18
user_273,52,Mujer,Urbano,1.8,3.4,1.3,0.4,1.8,3,0.1,3.1,1.7,6.2,24,21,181.1,13,16
user_274,32,Mujer,Urbano,0.9,2.6,0.8,1.8,2.9,0.8,0.1,0.9,0.2,8.2,24,34,119.4,1,7
user_275,47,Mujer,Urbano,0.2,2.8,0.7,0.8,1.4,1,0.1,0.6,2.9,6,24,57,138.6,15,5
user_276,60,Mujer,Urbano,4.2,2,1,0.6,1.7,0.6,0.1,2.9,2.6,7.2,24,27,52.4,13,4
user_277,37,Hombre,Rural,1.5,2.6,1.3,2.1,1.9,1.6,0.1,1.4,1.1,7.9,24,57,122.8,17,2
user_278,41,Hombre,Urbano,3,1.3,1.2,2.2,1.6,0,0.1,2.1,1.5,8.2,24,62,172.6,16,18
user_279,30,Hombre,Rural,0.9,1.6,0.4,0.7,3.1,0.7,0.1,2.5,4.2,6.7,24,49,156.2,4,15
user_280,58,Mujer,Rural,2.1,3.1,1.3,0.3,1.6,1.1,0.1,1.9,2.9,7.3,24,28,123.4,10,9
user_281,30,Mujer,Urbano,2.7,1.5,1.1,1.2,0.6,0,0.1,0.9,3.5,5,24,49,191.2,17,2
user_282,14,Mujer,SubUrbanoo,2.4,0.7,0.7,1.5,1.5,0.4,0.1,3.3,3.7,6,24,68,141.0,15,8
user_283,47,Hombre,SubUrbanoo,3.1,1.5,1.1,2.2,2.7,0.1,0.1,4.3,1.2,5.5,24,38,97.6,9,7
user_284,53,Hombre,Rural,4.3,1.5,1.1,3.6,1.4,2.6,0.1,0,3.4,5.9,24,21,221.8,13,7
user_285,48,Hombre,SubUrbanoo,1.8,2.3,0.9,1.7,0.5,0.4,0.1,3.4,1.4,7.3,24,47,156.3,1,19
user_286,45,Mujer,Urbano,3,1.4,0.2,0,1.8,4,0.1,2.7,2,8.9,24,27,154.2,8,6
user_287,16,Hombre,Urbano,4.2,2.8,0.9,1.7,2.3,0.3,0.1,1.2,1.8,7.2,24,44,147.8,12,13
user_288,45,Mujer,Rural,4.6,2.5,0.8,0.6,0.8,0.8,0.1,0,1.5,8.2,24,29,210.9,20,16
user_289,26,Hombre,SubUrbanoo,2,0.5,1.3,0.5,1.8,1.7,0.1,1.9,2.3,5.1,24,41,157.1,19,11
user_290,33,Hombre,Rural,4.1,2.3,1.4,0.4,0.7,1.8,0.1,2.4,1.9,6.4,24,54,227.4,11,4
user_291,60,Hombre,SubUrbanoo,3.5,0.3,0.7,1.2,1.8,0.9,0.1,0.7,2,6.8,24,61,157.3,1,1
user_292,19,Hombre,Rural,3.2,3.8,0.6,2.2,0.1,1.2,0.1,2.6,3.5,5.6,24,50,165.8,20,14
user_293,15,Hombre,Urbano,0.4,2.3,0.8,2.4,2.4,1,0.1,0.4,2.7,6.9,24,42,124.7,0,12
user_294,29,Mujer,Urbano,2.6,1.2,0.3,1.4,3.6,0.6,0.1,1.7,4.6,3.6,24,21,137.2,19,18
user_295,45,Hombre,SubUrbanoo,3.1,1.7,1.4,0.3,0.3,0.2,0.1,2.9,3.4,7,24,78,134.6,3,11
user_296,60,Hombre,SubUrbanoo,2.1,2.9,1.1,0,0.7,0.4,0.1,2.8,3.5,7.1,24,58,87.9,17,14
user_297,24,Mujer,Urbano,4.8,1.2,0.9,1.1,2.3,1.7,0.1,1.2,2.3,6.4,24,52,193.9,12,11
user_298,63,Mujer,Urbano,4.9,3.1,1,2.6,1.9,1.2,0.1,1.3,2,6,24,43,127.7,5,17
user_299,34,Hombre,SubUrbanoo,2.4,1.5,1.2,2.4,3.5,1,0.1,1.1,3,5.8,24,31,106.6,5,3
user_300,34,Otro,Urbano,2.3,1.1,1.3,1.8,1.8,0.6,0.1,1.7,3.7,5,24,56,364.9,14,10
user_301,58,Mujer,Urbano,2.8,1.5,1.4,1.9,3,0.7,0.1,1.4,2.7,5.3,24,28,92.3,17,14
user_302,42,Hombre,SubUrbanoo,2.7,0.4,0.8,1.4,3.8,1.2,0.1,1.2,1.7,5.5,24,63,145.6,16,4
user_303,50,Mujer,Rural,2.1,0,0.9,1,1,1.1,0.1,1.8,0.8,4.9,24,62,35.0,13,4
user_304,50,Mujer,SubUrbanoo,0,1.9,1.1,0.8,2.9,1.2,0.1,2,0.4,4.9,24,63,212.7,3,19
user_305,57,Hombre,SubUrbanoo,5.6,1.9,0.9,0,1.5,0.8,0.1,3.3,2.6,5.5,24,22,135.9,0,9
user_306,63,Hombre,SubUrbanoo,3,2.3,1.4,3.3,0,0.5,0.1,0,3.6,6.1,24,63,190.8,7,9
user_307,20,Hombre,SubUrbanoo,2.7,1.9,1.6,1.7,2.6,1.2,0.1,3.5,0,6.7,24,42,102.8,10,5
user_308,39,Mujer,Urbano,3.5,4.3,1.2,1.1,2.7,1.8,0.1,1.1,1.7,5,24,43,69.2,12,5
user_309,39,Hombre,Urbano,2.9,2.2,0.5,3.3,0.1,0.7,0.1,4.2,1.5,5.4,24,52,112.7,16,5
user_310,46,Mujer,Urbano,2.4,0.6,1.3,3.5,1.5,0,0.1,2.8,3,5.8,24,49,217.3,20,6
user_311,33,Mujer,Rural,1.5,0.9,1.2,4.2,1.3,0,0.1,2.7,1.6,7,24,57,178.9,13,17
user_312,42,Hombre,Rural,0.2,2,0.5,1.3,3,2.3,0.1,1.9,0.9,5.1,24,62,69.2,16,3
user_313,45,Mujer,SubUrbanoo,1,1.6,1.2,1.6,0.1,2.2,0.1,4.5,1.7,5.9,24,21,29.0,19,13
user_314,40,Hombre,Rural,1.3,0.8,0.7,2.2,2.1,1.8,0.1,2,1.5,7.7,24,59,133.9,0,10
user_315,59,Mujer,Rural,4,1.9,1.4,3.2,0,1.7,0.1,3.8,2.5,5.5,24,41,204.6,7,6
user_316,45,Mujer,Rural,4.1,2,1.3,1.6,2.5,2.2,0.1,1.3,2.2,5,24,30,112.1,18,17
user_317,17,Hombre,Urbano,1.7,3.6,1.1,0.5,2.2,0.9,0.1,2.9,3.1,6.4,24,78,203.8,10,19
user_318,60,Mujer,SubUrbanoo,0,1.1,1,0.7,1.4,1.3,0.1,4.3,2.5,5.5,24,31,156.3,9,1
user_319,31,Hombre,SubUrbanoo,3,1.6,0,2.7,3.7,0.4,0.1,1,3.8,3.2,24,38,237.6,0,1
user_320,16,Hombre,SubUrbanoo,2.4,3.6,0.4,2.1,0,1,0.1,2.6,1.9,6.7,24,39,116.1,4,6
user_321,47,Hombre,Urbano,2.3,2.3,0.9,1.3,2,3.1,0.1,1.2,3.3,7.5,24,74,147.0,15,10
user_322,61,Hombre,SubUrbanoo,4.4,1.1,1.8,1.3,3.4,0.4,0.1,2.5,2.9,6.2,24,28,117.2,19,17
user_323,29,Otro,Urbano,3.2,1.3,1.3,1.3,2.2,0,0.1,4.3,2.1,7.8,24,62,199.3,19,19
user_324,56,Hombre,Rural,1.5,0.8,1.9,2.7,3.6,1,0.1,0.9,3.4,7.3,24,77,179.5,4,6
user_325,40,Hombre,SubUrbanoo,1.2,2.1,1,0.7,1.5,0.8,0.1,2.2,1.5,5.5,24,37,65.1,15,19
user_326,42,Mujer,Urbano,2.6,3,1,0.3,1.8,1.5,0.1,1,4.1,8.7,24,60,184.6,2,4
user_327,58,Otro,SubUrbanoo,2.9,0.5,0.9,1.5,3.1,0.8,0.1,2.7,0.8,7,24,73,104.4,16,13
user_328,18,Mujer,SubUrbanoo,4.5,2.9,0.5,1.4,4.9,3.3,0.1,1.6,0.7,4.2,24,37,187.3,0,6
user_329,47,Mujer,SubUrbanoo,0.9,2.2,1.2,2.2,2.1,2.4,0.1,3.9,2.6,4.6,24,59,87.3,15,9
user_330,53,Hombre,SubUrbanoo,3.1,1.7,1.6,0.5,2.2,0.4,0.1,2.6,1.8,5.2,24,55,131.4,1,17
user_331,49,Hombre,Rural,4.4,1.6,0.6,2.3,1.4,1.1,0.1,0.4,2.7,7.6,24,46,188.0,19,7
user_332,36,Hombre,Urbano,2.9,0.1,1.3,1.1,1.8,1.7,0.1,2.4,1.1,8.6,24,32,170.8,6,15
user_333,61,Hombre,Rural,2.6,0.7,1.2,0,2,0,0.1,2.7,2.7,6.6,24,27,189.6,5,8
user_334,58,Hombre,Rural,3.3,1.3,1.2,2,1,3.1,0.1,2.3,1.9,7.7,24,67,215.4,1,5
user_335,43,Otro,Urbano,3.7,2.4,0.8,1.3,1.5,0.1,0.1,1.6,3.3,8.2,24,62,88.0,13,6
user_336,47,Mujer,Urbano,2.1,0.2,0.9,0.8,1.9,2.1,0.1,1.9,3.2,4.8,24,42,166.7,3,8
user_337,64,Hombre,Rural,3.9,3.2,1.1,1.4,1.5,0.4,0.1,0,3.7,6,24,78,188.4,1,8
user_338,44,Hombre,Urbano,4.6,1.3,0.7,2.8,1.5,1.3,0.1,3.2,1.5,5.2,24,26,139.1,12,6
user_339,45,Mujer,Urbano,5.1,2.7,1.2,0.4,2.1,0,0.1,2.3,1.3,4.8,24,59,160.7,2,16
user_340,30,Mujer,SubUrbanoo,1.9,0.9,0.9,2,1.1,1,0.1,3,3.7,7.3,24,22,155.5,5,20
user_341,37,Hombre,SubUrbanoo,3,1,0.6,2.3,2.6,2.5,0.1,2,2.3,4.6,24,61,131.3,20,11
user_342,54,Hombre,Urbano,1.5,2.6,0.8,1.1,2.3,0,0.1,2.6,2.4,8,24,58,61.8,16,4
user_343,43,Mujer,Urbano,0,2.6,0.7,1.7,2.8,1.3,0.1,0.6,2.1,5.3,24,42,138.5,0,17
user_344,15,Mujer,Rural,1.7,0.7,1.1,1.7,1.3,1.3,0.1,0.8,1.4,7.9,24,79,88.5,6,4
user_345,52,Mujer,Urbano,3.1,1,0.9,1.8,1.6,2.4,0.1,2.5,1.7,6.7,24,26,58.5,6,4
user_346,58,Mujer,Rural,4.6,1.8,1.4,0.3,2.5,2.2,0.1,1.7,3.1,5,24,23,106.7,12,6
user_347,36,Hombre,Urbano,1.7,2,1.2,0.1,1.4,1.3,0.1,0.1,3.6,5.3,24,72,185.2,8,2
user_348,62,Hombre,Urbano,4.5,2.1,0.2,0,0,1.1,0.1,2.4,2.5,10,24,74,137.9,17,0
user_349,44,Hombre,Urbano,1.2,0.6,0.5,1.6,3.6,0.5,0.1,0.5,1.2,9.3,24,27,158.9,0,5
user_350,59,Hombre,Rural,1.6,2,0.9,0.1,3.1,0.1,0.1,5.2,1,6.2,24,51,183.7,10,6
user_351,34,Hombre,Urbano,5.2,1.3,1,3.6,1.5,0.6,0.1,0,2.4,7,24,38,148.2,10,7
user_352,35,Hombre,SubUrbanoo,3.1,0.8,0.6,2.2,2.3,0.1,0.1,2.1,1.8,7.9,24,73,115.6,9,13
user_353,14,Hombre,SubUrbanoo,2.7,2,1.7,0.3,3.2,1.1,0.1,0.7,4,4.9,24,31,127.7,16,14
user_354,54,Mujer,Urbano,1.2,2.8,0.2,2.6,2.1,0.9,0.1,1.5,3.3,7.7,24,29,148.7,11,6
user_355,14,Mujer,Rural,2.5,1.1,1.2,2.7,1.3,1.3,0.1,3.2,1.7,6.9,24,33,22.8,9,0
user_356,38,Hombre,Urbano,3,2.2,1,0.7,3.8,0.7,0.1,2.9,2.1,7.6,24,46,132.3,11,8
user_357,29,Otro,SubUrbanoo,4.8,0.4,1.6,2.2,2.1,2,0.1,0.7,2.7,6.7,24,63,176.6,5,6
user_358,52,Mujer,Rural,0.5,1.7,0.2,2.7,1.8,1.4,0.1,1.1,3.2,7.8,24,40,159.1,20,19
user_359,21,Mujer,Urbano,2.8,2.5,0.6,0,3.4,0,0.1,1.9,1.8,4.7,24,76,112.7,5,17
user_360,55,Mujer,Urbano,1.3,2.6,1.2,1.3,2,1.1,0.1,1.8,2.6,7.6,24,23,52.6,19,13
user_361,60,Mujer,Urbano,1.1,2.8,0.7,0.7,3.2,2.3,0.1,2.9,2,8.1,24,38,177.5,7,14
user_362,51,Hombre,Urbano,3.4,1.6,0.8,3.4,1.7,1.8,0.1,2.3,0.6,6.3,24,48,181.1,4,17
user_363,41,Mujer,SubUrbanoo,1,2.5,0.2,2,2.7,2,0.1,1.3,2.8,4.9,24,26,143.3,5,9
user_364,38,Mujer,SubUrbanoo,2.6,1.5,0.9,2,3.3,1.3,0.1,1,4.5,6.9,24,52,95.9,16,10
user_365,37,Mujer,Urbano,2,1.7,1.5,1.1,0.2,0.8,0.1,4.5,0,7.7,24,52,188.8,20,15
user_366,25,Hombre,Urbano,0.6,2.1,0.7,0.9,2.2,0,0.1,2.2,4.4,5.9,24,52,208.4,10,16
user_367,19,Hombre,Urbano,0,2.8,1.1,0.7,1.2,2.5,0.1,0,3.5,4.6,24,55,152.5,9,2
user_368,48,Mujer,Urbano,1.2,2.4,1.4,1.3,1.9,1.9,0.1,0.4,2.6,5.9,24,45,124.0,16,10
user_369,57,Hombre,Rural,4.7,1.5,1.9,0.9,2.3,2.8,0.1,0.7,0,7.6,24,55,171.6,19,3
user_370,32,Hombre,Rural,4.2,0,0.2,1.5,2.7,0.1,0.1,1.4,2.7,6.1,24,30,189.0,12,6
user_371,13,Hombre,Urbano,3.6,2.7,1.4,1.1,2.1,2.4,0.1,0.2,2.5,7.6,24,49,92.1,8,15
user_372,20,Hombre,Rural,0.8,0.1,1.4,0.8,3.6,1.9,0.1,0.6,0.7,4.8,24,76,146.5,14,16
user_373,58,Otro,Rural,1.9,0.6,0.6,0.6,3.4,0.6,0.1,2.8,3.1,5.3,24,52,163.3,12,10
user_374,28,Mujer,Urbano,1.7,1.6,0.8,1.5,2,1.1,0.1,1,4.1,5.2,24,29,174.1,12,3
user_375,26,Otro,Urbano,2.8,0.8,0.2,2.4,0.4,1,0.1,2,2.9,6.7,24,48,132.4,12,2
user_376,24,Mujer,Rural,2.7,2.3,0.7,2.2,1.4,0.8,0.1,2.7,2.9,8.3,24,44,181.6,20,15
user_377,63,Mujer,SubUrbanoo,1.5,1.7,1.1,0,0,0,0.1,3.1,3,9.2,24,51,102.0,3,1
user_378,27,Mujer,Urbano,3.3,0.4,1.8,2.1,3.7,0.3,0.1,2.4,3.5,4.2,24,74,118.8,14,17
user_379,40,Hombre,Urbano,1.9,1.3,0.5,2.4,2.9,0.2,0.1,3.2,4.5,5.6,24,76,170.4,20,2
user_380,46,Mujer,Urbano,3.5,2,1.7,2.6,2.1,2.4,0.1,2.5,2.6,3,24,78,122.4,9,1
user_381,14,Mujer,Rural,4.7,2,0,0.8,1.1,0,0.1,3.2,1.5,6.7,24,58,154.9,20,1
user_382,44,Hombre,Urbano,5.1,2.7,0.7,1.2,2.1,0.9,0.1,0,0.7,8.4,24,53,96.0,7,20
user_383,63,Mujer,Urbano,2.6,2.5,1.1,1.4,1.8,2.3,0.1,1.9,3,7.4,24,73,154.1,16,0
user_384,37,Hombre,Urbano,4.5,0,1.2,2.1,0.2,0.4,0.1,2.1,2.2,7.9,24,70,146.8,4,18
user_385,34,Mujer,SubUrbanoo,1.4,2.4,0.9,2.2,4.6,0.2,0.1,1.5,2.9,7.9,24,55,114.9,12,18
user_386,61,Hombre,Urbano,2.6,0.7,1.3,1.8,2.6,1.6,0.1,1.4,1.6,5.9,24,78,203.0,20,19
user_387,64,Hombre,Urbano,5.2,1.7,0.9,0.3,0.1,0.8,0.1,1.7,1.2,4.3,24,73,157.2,18,8
user_388,54,Mujer,SubUrbanoo,3.9,3.5,1.4,1,1.6,0.8,0.1,3.7,1.2,6.9,24,36,63.0,11,10
user_389,27,Mujer,Urbano,2.6,2.4,0.7,0.2,0.6,2.1,0.1,2.2,2.1,4.1,24,43,133.9,20,18
user_390,55,Otro,SubUrbanoo,3.8,3,1.8,1.6,0.9,2.8,0.1,1.2,1.6,5.3,24,28,145.9,1,16
user_391,49,Mujer,Urbano,3.7,3.8,0.7,3.8,2.6,3,0.1,0,0.7,5.4,24,21,139.3,20,5
user_392,45,Hombre,Urbano,2.4,2,1.7,0.7,1.9,0.5,0.1,1.8,3.4,7.4,24,39,222.2,8,0
user_393,20,Mujer,SubUrbanoo,3.1,1.6,0.7,0,5.3,1.3,0.1,2.6,3.9,5.5,24,46,66.5,1,17
user_394,56,Hombre,Urbano,4.3,3,1.4,0,3.4,2.5,0.1,1.1,1.2,6.2,24,25,160.6,0,8
user_395,56,Hombre,Urbano,1,1.8,1.1,0.7,3.4,0.3,0.1,2,2.3,6,24,69,182.3,13,0
user_396,17,Mujer,SubUrbanoo,4.1,1.1,0.1,0,2.6,0.5,0.1,1.6,1.3,5.1,24,46,181.2,12,3
user_397,51,Hombre,SubUrbanoo,3.8,1.5,2,2.5,2.3,2,0.1,0,2.3,7.6,24,74,194.7,2,17
user_398,16,Hombre,SubUrbanoo,4.8,2.3,0.6,1.8,3.4,0.7,0.1,2.1,3.3,5,24,73,155.8,19,16
user_399,18,Mujer,Urbano,1.9,1.6,0.4,0,0,0,0.1,2.5,4.6,7.9,24,43,162.3,4,19
user_400,57,Hombre,Urbano,3,1.6,0.7,0,1.3,0.4,0.1,2.2,1.9,4.8,24,34,133.5,1,18
user_401,44,Hombre,SubUrbanoo,3.3,1,2.3,2.7,0.4,1.1,0.1,3.9,3.4,5.9,24,74,74.5,20,13
user_402,64,Mujer,Urbano,4.1,3.4,0.4,1.7,0,1.4,0.1,1.6,3.4,8,24,67,166.4,17,6
user_403,42,Mujer,Urbano,3.6,1.7,1.1,2.9,1.1,0,0.1,1.5,2.3,6.8,24,77,129.9,8,8
user_404,59,Mujer,SubUrbanoo,1.1,1.3,0.4,2.6,0.6,0.6,0.1,4.6,4,5.9,24,52,112.8,11,19
user_405,47,Hombre,Urbano,3.4,1.4,0.5,0.3,3.4,3,0.1,0.5,2.1,5.7,24,61,168.6,4,8
user_406,52,Hombre,SubUrbanoo,6,2.8,0.2,2.4,2.1,1.1,0.1,1.3,3.1,5,24,29,173.1,17,14
user_407,64,Hombre,Urbano,3.9,2.6,1.2,2.1,0,1,0.1,2.4,1.8,7,24,40,114.7,1,10
user_408,25,Mujer,Rural,4.6,2,0.4,0.1,0.8,1.4,0.1,3.1,3.1,6.8,24,49,145.9,9,5
user_409,42,Mujer,Urbano,3.8,0.5,1.2,1.9,1.1,0.7,0.1,2.6,3.7,4.8,24,65,172.1,4,16
user_410,31,Mujer,Urbano,3.4,2.5,1.6,1.3,2.3,2.2,0.1,1,3.4,6.3,24,76,168.3,12,5
user_411,29,Mujer,Urbano,3,1.4,0.8,1.7,2.5,3,0.1,1.1,2,7,24,68,105.7,16,16
user_412,31,Hombre,Urbano,4.1,2.4,1.2,1.4,1.8,1.6,0.1,2.1,0,6.8,24,22,112.8,5,13
